top,bottom,type,count
172.20.2.80,10.0.0.12,TCP-80-OUT,325
172.20.2.80,10.0.0.13,TCP-80-OUT,348
172.20.2.80,10.0.0.14,TCP-80-OUT,329
172.20.2.80,10.0.0.5,TCP-80-OUT,342
172.20.2.80,10.0.0.6,TCP-80-OUT,339
172.20.2.80,10.0.0.7,TCP-80-OUT,335
172.20.2.80,10.0.0.8,TCP-80-OUT,312
172.20.2.80,10.0.0.9,TCP-80-OUT,354
172.20.2.81,10.0.0.10,TCP-80-OUT,284
172.20.2.81,10.0.0.11,TCP-80-OUT,305
172.20.2.81,10.0.0.12,TCP-80-OUT,323
172.20.2.81,10.0.0.13,TCP-80-OUT,321
172.20.2.81,10.0.0.14,TCP-80-OUT,326
172.20.2.81,10.0.0.5,TCP-80-OUT,326
172.20.2.81,10.0.0.6,TCP-80-OUT,305
172.20.2.81,10.0.0.7,TCP-80-OUT,338
172.20.2.81,10.0.0.8,TCP-80-OUT,311
172.20.2.81,10.0.0.9,TCP-80-OUT,311
172.20.2.82,10.0.0.10,TCP-80-OUT,313
172.20.2.82,10.0.0.11,TCP-80-OUT,351
172.20.2.82,10.0.0.12,TCP-80-OUT,289
172.20.2.82,10.0.0.13,TCP-80-OUT,345
172.20.2.82,10.0.0.14,TCP-80-OUT,315
172.20.2.82,10.0.0.5,TCP-80-OUT,374
172.20.2.82,10.0.0.6,TCP-80-OUT,377
172.20.2.82,10.0.0.7,TCP-80-OUT,339
172.20.2.82,10.0.0.8,TCP-80-OUT,345
172.20.2.82,10.0.0.9,TCP-80-OUT,327
172.20.2.83,10.0.0.10,TCP-80-OUT,340
172.20.2.83,10.0.0.11,TCP-80-OUT,338
172.20.2.83,10.0.0.12,TCP-80-OUT,355
172.20.2.83,10.0.0.13,TCP-80-OUT,329
172.20.2.83,10.0.0.14,TCP-80-OUT,345
172.20.2.83,10.0.0.5,TCP-80-OUT,323
172.20.2.83,10.0.0.6,TCP-80-OUT,354
172.20.2.83,10.0.0.7,TCP-80-OUT,329
172.20.2.83,10.0.0.8,TCP-80-OUT,357
172.20.2.83,10.0.0.9,TCP-80-OUT,317
172.20.2.84,10.0.0.10,TCP-80-OUT,345
172.20.2.84,10.0.0.11,TCP-80-OUT,295
172.20.2.84,10.0.0.12,TCP-80-OUT,317
172.20.2.84,10.0.0.13,TCP-80-OUT,337
172.20.2.84,10.0.0.14,TCP-80-OUT,348
172.20.2.84,10.0.0.5,TCP-80-OUT,358
172.20.2.84,10.0.0.6,TCP-80-OUT,293
172.20.2.84,10.0.0.7,TCP-80-OUT,344
172.20.2.84,10.0.0.8,TCP-80-OUT,331
172.20.2.84,10.0.0.9,TCP-80-OUT,326
172.20.2.85,10.0.0.10,TCP-80-OUT,330
172.20.2.85,10.0.0.11,TCP-80-OUT,333
172.20.2.85,10.0.0.12,TCP-80-OUT,328
172.20.2.85,10.0.0.13,TCP-80-OUT,318
172.20.2.85,10.0.0.14,TCP-80-OUT,302
172.20.2.85,10.0.0.5,TCP-80-OUT,312
172.20.2.85,10.0.0.6,TCP-80-OUT,342
172.20.2.85,10.0.0.7,TCP-80-OUT,326
172.20.2.85,10.0.0.8,TCP-80-OUT,334
172.20.2.85,10.0.0.9,TCP-80-OUT,329
172.20.2.86,10.0.0.10,TCP-80-OUT,340
172.20.2.86,10.0.0.11,TCP-80-OUT,328
172.20.2.86,10.0.0.12,TCP-80-OUT,333
172.20.2.86,10.0.0.13,TCP-80-OUT,321
172.20.2.86,10.0.0.14,TCP-80-OUT,340
172.20.2.86,10.0.0.5,TCP-80-OUT,398
172.20.2.86,10.0.0.6,TCP-80-OUT,360
172.20.2.86,10.0.0.7,TCP-80-OUT,328
172.20.2.86,10.0.0.8,TCP-80-OUT,289
172.20.2.86,10.0.0.9,TCP-80-OUT,354
172.20.2.87,10.0.0.10,TCP-80-OUT,332
172.20.2.87,10.0.0.11,TCP-80-OUT,326
172.20.2.87,10.0.0.12,TCP-80-OUT,320
172.20.2.87,10.0.0.13,TCP-80-OUT,332
172.20.2.87,10.0.0.14,TCP-80-OUT,322
172.20.2.87,10.0.0.5,TCP-80-OUT,329
172.20.2.87,10.0.0.6,TCP-80-OUT,341
172.20.2.87,10.0.0.7,TCP-80-OUT,341
172.20.2.87,10.0.0.8,TCP-80-OUT,321
172.20.2.87,10.0.0.9,TCP-80-OUT,328
172.20.2.88,10.0.0.10,TCP-80-OUT,327
172.20.2.88,10.0.0.11,TCP-80-OUT,345
172.20.2.88,10.0.0.12,TCP-80-OUT,330
172.20.2.88,10.0.0.13,TCP-80-OUT,332
172.20.2.88,10.0.0.14,TCP-80-OUT,318
172.20.2.88,10.0.0.5,TCP-80-OUT,340
172.20.2.88,10.0.0.6,TCP-80-OUT,346
172.20.2.88,10.0.0.7,TCP-80-OUT,318
172.20.2.88,10.0.0.8,TCP-80-OUT,318
172.20.2.88,10.0.0.9,TCP-80-OUT,311
172.20.2.89,10.0.0.10,TCP-80-OUT,306
172.20.2.89,10.0.0.11,TCP-80-OUT,303
172.20.2.89,10.0.0.12,TCP-80-OUT,311
172.20.2.89,10.0.0.13,TCP-80-OUT,345
172.20.2.89,10.0.0.14,TCP-80-OUT,298
172.20.2.89,10.0.0.5,TCP-80-OUT,305
172.20.2.89,10.0.0.6,TCP-80-OUT,304
172.20.2.89,10.0.0.7,TCP-80-OUT,313
172.20.2.89,10.0.0.8,TCP-80-OUT,303
172.20.2.89,10.0.0.9,TCP-80-OUT,330
172.20.2.90,10.0.0.10,TCP-80-OUT,280
172.20.2.90,10.0.0.11,TCP-80-OUT,299
172.20.2.90,10.0.0.12,TCP-80-OUT,314
172.20.2.90,10.0.0.13,TCP-80-OUT,316
172.20.2.90,10.0.0.14,TCP-80-OUT,345
172.20.2.90,10.0.0.5,TCP-80-OUT,297
172.20.2.90,10.0.0.6,TCP-80-OUT,360
172.20.2.90,10.0.0.7,TCP-80-OUT,290
172.20.2.90,10.0.0.8,TCP-80-OUT,342
172.20.2.90,10.0.0.9,TCP-80-OUT,346
172.20.2.91,10.0.0.10,TCP-80-OUT,341
172.20.2.91,10.0.0.11,TCP-80-OUT,355
172.20.2.91,10.0.0.12,TCP-80-OUT,325
172.20.2.91,10.0.0.13,TCP-80-OUT,341
172.20.2.91,10.0.0.14,TCP-80-OUT,314
172.20.2.91,10.0.0.5,TCP-80-OUT,368
172.20.2.91,10.0.0.6,TCP-80-OUT,314
172.20.2.91,10.0.0.7,TCP-80-OUT,334
172.20.2.91,10.0.0.8,TCP-80-OUT,346
172.20.2.91,10.0.0.9,TCP-80-OUT,292
172.20.2.92,10.0.0.10,TCP-80-OUT,323
172.20.2.92,10.0.0.11,TCP-80-OUT,349
172.20.2.92,10.0.0.12,TCP-80-OUT,349
172.20.2.92,10.0.0.13,TCP-80-OUT,317
172.20.2.92,10.0.0.14,TCP-80-OUT,333
172.20.2.92,10.0.0.5,TCP-80-OUT,312
172.20.2.92,10.0.0.6,TCP-80-OUT,317
172.20.2.92,10.0.0.7,TCP-80-OUT,340
172.20.2.92,10.0.0.8,TCP-80-OUT,324
172.20.2.92,10.0.0.9,TCP-80-OUT,300
172.20.2.93,10.0.0.10,TCP-80-OUT,311
172.20.2.93,10.0.0.11,TCP-80-OUT,329
172.20.2.93,10.0.0.12,TCP-80-OUT,377
172.20.2.93,10.0.0.13,TCP-80-OUT,323
172.20.2.93,10.0.0.14,TCP-80-OUT,304
172.20.2.93,10.0.0.5,TCP-80-OUT,317
172.20.2.93,10.0.0.6,TCP-80-OUT,377
172.20.2.93,10.0.0.7,TCP-80-OUT,298
172.20.2.93,10.0.0.8,TCP-80-OUT,347
172.20.2.93,10.0.0.9,TCP-80-OUT,327
172.20.2.94,10.0.0.10,TCP-80-OUT,343
172.20.2.94,10.0.0.11,TCP-80-OUT,332
172.20.2.94,10.0.0.12,TCP-80-OUT,381
172.20.2.94,10.0.0.13,TCP-80-OUT,307
172.20.2.94,10.0.0.14,TCP-80-OUT,320
172.20.2.94,10.0.0.5,TCP-80-OUT,330
172.20.2.94,10.0.0.6,TCP-80-OUT,311
172.20.2.94,10.0.0.7,TCP-80-OUT,335
172.20.2.94,10.0.0.8,TCP-80-OUT,328
172.20.2.94,10.0.0.9,TCP-80-OUT,318
172.20.2.95,10.0.0.10,TCP-80-OUT,327
172.20.2.95,10.0.0.11,TCP-80-OUT,360
172.20.2.95,10.0.0.12,TCP-80-OUT,314
172.20.2.95,10.0.0.13,TCP-80-OUT,327
172.20.2.95,10.0.0.14,TCP-80-OUT,334
172.20.2.95,10.0.0.5,TCP-80-OUT,314
172.20.2.95,10.0.0.6,TCP-80-OUT,346
172.20.2.95,10.0.0.7,TCP-80-OUT,324
172.20.2.95,10.0.0.8,TCP-80-OUT,296
172.20.2.95,10.0.0.9,TCP-80-OUT,317
172.20.2.96,10.0.0.10,TCP-80-OUT,322
172.20.2.96,10.0.0.11,TCP-80-OUT,314
172.20.2.96,10.0.0.12,TCP-80-OUT,357
172.20.2.96,10.0.0.13,TCP-80-OUT,352
172.20.2.96,10.0.0.14,TCP-80-OUT,293
172.20.2.96,10.0.0.5,TCP-80-OUT,298
172.20.2.96,10.0.0.6,TCP-80-OUT,300
172.20.2.96,10.0.0.7,TCP-80-OUT,320
172.20.2.96,10.0.0.8,TCP-80-OUT,318
172.20.2.96,10.0.0.9,TCP-80-OUT,308
172.20.2.97,10.0.0.10,TCP-80-OUT,321
172.20.2.97,10.0.0.11,TCP-80-OUT,351
172.20.2.97,10.0.0.12,TCP-80-OUT,316
172.20.2.97,10.0.0.13,TCP-80-OUT,334
172.20.2.97,10.0.0.14,TCP-80-OUT,301
172.20.2.97,10.0.0.5,TCP-80-OUT,292
172.20.2.97,10.0.0.6,TCP-80-OUT,288
172.20.2.97,10.0.0.7,TCP-80-OUT,307
172.20.2.97,10.0.0.8,TCP-80-OUT,331
172.20.2.97,10.0.0.9,TCP-80-OUT,348
172.20.2.98,10.0.0.10,TCP-80-OUT,343
172.20.2.98,10.0.0.11,TCP-80-OUT,358
172.20.2.98,10.0.0.12,TCP-80-OUT,299
172.20.2.98,10.0.0.13,TCP-80-OUT,333
172.20.2.98,10.0.0.14,TCP-80-OUT,348
172.20.2.98,10.0.0.5,TCP-80-OUT,307
172.20.2.98,10.0.0.6,TCP-80-OUT,334
172.20.2.98,10.0.0.7,TCP-80-OUT,332
172.20.2.98,10.0.0.8,TCP-80-OUT,320
172.20.2.98,10.0.0.9,TCP-80-OUT,330
172.20.2.99,10.0.0.10,TCP-80-OUT,316
172.20.2.99,10.0.0.11,TCP-80-OUT,331
172.20.2.99,10.0.0.12,TCP-80-OUT,339
172.20.2.99,10.0.0.13,TCP-80-OUT,363
172.20.2.99,10.0.0.14,TCP-80-OUT,333
172.20.2.99,10.0.0.5,TCP-80-OUT,330
172.20.2.99,10.0.0.6,TCP-80-OUT,347
172.20.2.99,10.0.0.7,TCP-80-OUT,314
172.20.2.99,10.0.0.8,TCP-80-OUT,323
172.20.2.99,10.0.0.9,TCP-80-OUT,372
172.30.0.3,10.3.1.25,TCP-25-OUT,107811
172.30.0.4,10.10.6.2,TCP-OTHER-OUT,31186
172.30.0.4,10.100.1.6,TCP-OTHER-OUT,45511
172.30.0.4,10.11.6.15,TCP-OTHER-OUT,24959
172.30.0.4,10.16.5.15,TCP-OTHER-OUT,57735
172.30.0.4,10.18.6.123,TCP-OTHER-OUT,54325
172.30.0.4,10.6.6.13,TCP-OTHER-OUT,55508
172.30.0.4,10.6.6.14,TCP-OTHER-OUT,63370
172.30.0.4,10.6.6.6,TCP-OTHER-OUT,63776
172.30.0.4,10.7.6.3,TCP-OTHER-OUT,61036
172.30.0.4,10.7.7.10,TCP-OTHER-OUT,14977
172.30.1.1,10.0.0.10,TCP-80-OUT,387
172.30.1.1,10.0.0.11,TCP-80-OUT,414
172.30.1.1,10.0.0.12,TCP-80-OUT,380
172.30.1.1,10.0.0.13,TCP-80-OUT,381
172.30.1.1,10.0.0.14,TCP-80-OUT,407
172.30.1.1,10.0.0.5,TCP-80-OUT,344
172.30.1.1,10.0.0.6,TCP-80-OUT,380
172.30.1.1,10.0.0.7,TCP-80-OUT,368
172.30.1.1,10.0.0.8,TCP-80-OUT,413
172.30.1.1,10.0.0.9,TCP-80-OUT,397
172.30.1.1,10.1.0.75,TCP-80-OUT,410
172.30.1.10,10.0.0.10,TCP-80-OUT,421
172.30.1.10,10.0.0.11,TCP-80-OUT,369
172.30.1.10,10.0.0.12,TCP-80-OUT,414
172.30.1.10,10.0.0.13,TCP-80-OUT,425
172.30.1.10,10.0.0.14,TCP-80-OUT,400
172.30.1.10,10.0.0.5,TCP-80-OUT,385
172.30.1.10,10.0.0.6,TCP-80-OUT,396
172.30.1.10,10.0.0.7,TCP-80-OUT,413
172.30.1.10,10.0.0.8,TCP-80-OUT,397
172.30.1.10,10.0.0.9,TCP-80-OUT,331
172.30.1.10,10.1.0.75,TCP-80-OUT,414
172.30.1.100,10.0.0.10,TCP-80-OUT,431
172.30.1.100,10.0.0.11,TCP-80-OUT,424
172.30.1.100,10.0.0.12,TCP-80-OUT,398
172.30.1.100,10.0.0.13,TCP-80-OUT,449
172.30.1.100,10.0.0.14,TCP-80-OUT,436
172.30.1.100,10.0.0.5,TCP-80-OUT,408
172.30.1.100,10.0.0.6,TCP-80-OUT,379
172.30.1.100,10.0.0.7,TCP-80-OUT,412
172.30.1.100,10.0.0.8,TCP-80-OUT,436
172.30.1.100,10.0.0.9,TCP-80-OUT,411
172.30.1.100,10.1.0.75,TCP-80-OUT,394
172.30.1.101,10.0.0.10,TCP-80-OUT,390
172.30.1.101,10.0.0.11,TCP-80-OUT,439
172.30.1.101,10.0.0.12,TCP-80-OUT,396
172.30.1.101,10.0.0.13,TCP-80-OUT,417
172.30.1.101,10.0.0.14,TCP-80-OUT,434
172.30.1.101,10.0.0.5,TCP-80-OUT,428
172.30.1.101,10.0.0.6,TCP-80-OUT,448
172.30.1.101,10.0.0.7,TCP-80-OUT,391
172.30.1.101,10.0.0.8,TCP-80-OUT,451
172.30.1.101,10.0.0.9,TCP-80-OUT,444
172.30.1.102,10.0.0.10,TCP-80-OUT,411
172.30.1.102,10.0.0.11,TCP-80-OUT,378
172.30.1.102,10.0.0.12,TCP-80-OUT,431
172.30.1.102,10.0.0.13,TCP-80-OUT,448
172.30.1.102,10.0.0.14,TCP-80-OUT,395
172.30.1.102,10.0.0.5,TCP-80-OUT,432
172.30.1.102,10.0.0.6,TCP-80-OUT,446
172.30.1.102,10.0.0.7,TCP-80-OUT,420
172.30.1.102,10.0.0.8,TCP-80-OUT,422
172.30.1.102,10.0.0.9,TCP-80-OUT,421
172.30.1.103,10.0.0.10,TCP-80-OUT,392
172.30.1.103,10.0.0.11,TCP-80-OUT,429
172.30.1.103,10.0.0.12,TCP-80-OUT,449
172.30.1.103,10.0.0.13,TCP-80-OUT,411
172.30.1.103,10.0.0.14,TCP-80-OUT,356
172.30.1.103,10.0.0.5,TCP-80-OUT,402
172.30.1.103,10.0.0.6,TCP-80-OUT,404
172.30.1.103,10.0.0.7,TCP-80-OUT,385
172.30.1.103,10.0.0.8,TCP-80-OUT,419
172.30.1.103,10.0.0.9,TCP-80-OUT,450
172.30.1.104,10.0.0.10,TCP-80-OUT,413
172.30.1.104,10.0.0.11,TCP-80-OUT,401
172.30.1.104,10.0.0.12,TCP-80-OUT,412
172.30.1.104,10.0.0.13,TCP-80-OUT,413
172.30.1.104,10.0.0.14,TCP-80-OUT,418
172.30.1.104,10.0.0.5,TCP-80-OUT,409
172.30.1.104,10.0.0.6,TCP-80-OUT,389
172.30.1.104,10.0.0.7,TCP-80-OUT,428
172.30.1.104,10.0.0.8,TCP-80-OUT,434
172.30.1.104,10.0.0.9,TCP-80-OUT,388
172.30.1.105,10.0.0.10,TCP-80-OUT,423
172.30.1.105,10.0.0.11,TCP-80-OUT,425
172.30.1.105,10.0.0.12,TCP-80-OUT,433
172.30.1.105,10.0.0.13,TCP-80-OUT,452
172.30.1.105,10.0.0.14,TCP-80-OUT,424
172.30.1.105,10.0.0.5,TCP-80-OUT,422
172.30.1.105,10.0.0.6,TCP-80-OUT,497
172.30.1.105,10.0.0.7,TCP-80-OUT,396
172.30.1.105,10.0.0.8,TCP-80-OUT,444
172.30.1.105,10.0.0.9,TCP-80-OUT,405
172.30.1.106,10.0.0.10,TCP-80-OUT,439
172.30.1.106,10.0.0.11,TCP-80-OUT,424
172.30.1.106,10.0.0.12,TCP-80-OUT,434
172.30.1.106,10.0.0.13,TCP-80-OUT,449
172.30.1.106,10.0.0.14,TCP-80-OUT,438
172.30.1.106,10.0.0.5,TCP-80-OUT,462
172.30.1.106,10.0.0.6,TCP-80-OUT,477
172.30.1.106,10.0.0.7,TCP-80-OUT,428
172.30.1.106,10.0.0.8,TCP-80-OUT,413
172.30.1.106,10.0.0.9,TCP-80-OUT,443
172.30.1.107,10.0.0.10,TCP-80-OUT,446
172.30.1.107,10.0.0.11,TCP-80-OUT,430
172.30.1.107,10.0.0.12,TCP-80-OUT,435
172.30.1.107,10.0.0.13,TCP-80-OUT,442
172.30.1.107,10.0.0.14,TCP-80-OUT,431
172.30.1.107,10.0.0.5,TCP-80-OUT,414
172.30.1.107,10.0.0.6,TCP-80-OUT,418
172.30.1.107,10.0.0.7,TCP-80-OUT,462
172.30.1.107,10.0.0.8,TCP-80-OUT,412
172.30.1.107,10.0.0.9,TCP-80-OUT,419
172.30.1.108,10.0.0.10,TCP-80-OUT,412
172.30.1.108,10.0.0.11,TCP-80-OUT,379
172.30.1.108,10.0.0.12,TCP-80-OUT,417
172.30.1.108,10.0.0.13,TCP-80-OUT,412
172.30.1.108,10.0.0.14,TCP-80-OUT,486
172.30.1.108,10.0.0.5,TCP-80-OUT,424
172.30.1.108,10.0.0.6,TCP-80-OUT,430
172.30.1.108,10.0.0.7,TCP-80-OUT,376
172.30.1.108,10.0.0.8,TCP-80-OUT,418
172.30.1.108,10.0.0.9,TCP-80-OUT,400
172.30.1.109,10.0.0.10,TCP-80-OUT,387
172.30.1.109,10.0.0.11,TCP-80-OUT,422
172.30.1.109,10.0.0.12,TCP-80-OUT,418
172.30.1.109,10.0.0.13,TCP-80-OUT,394
172.30.1.109,10.0.0.14,TCP-80-OUT,480
172.30.1.109,10.0.0.5,TCP-80-OUT,432
172.30.1.109,10.0.0.6,TCP-80-OUT,448
172.30.1.109,10.0.0.7,TCP-80-OUT,444
172.30.1.109,10.0.0.8,TCP-80-OUT,383
172.30.1.109,10.0.0.9,TCP-80-OUT,432
172.30.1.11,10.0.0.10,TCP-80-OUT,368
172.30.1.11,10.0.0.11,TCP-80-OUT,381
172.30.1.11,10.0.0.12,TCP-80-OUT,391
172.30.1.11,10.0.0.13,TCP-80-OUT,395
172.30.1.11,10.0.0.14,TCP-80-OUT,396
172.30.1.11,10.0.0.5,TCP-80-OUT,357
172.30.1.11,10.0.0.6,TCP-80-OUT,421
172.30.1.11,10.0.0.7,TCP-80-OUT,415
172.30.1.11,10.0.0.8,TCP-80-OUT,380
172.30.1.11,10.0.0.9,TCP-80-OUT,400
172.30.1.11,10.1.0.75,TCP-80-OUT,414
172.30.1.110,10.0.0.10,TCP-80-OUT,364
172.30.1.110,10.0.0.11,TCP-80-OUT,427
172.30.1.110,10.0.0.12,TCP-80-OUT,457
172.30.1.110,10.0.0.13,TCP-80-OUT,473
172.30.1.110,10.0.0.14,TCP-80-OUT,410
172.30.1.110,10.0.0.5,TCP-80-OUT,401
172.30.1.110,10.0.0.6,TCP-80-OUT,419
172.30.1.110,10.0.0.7,TCP-80-OUT,424
172.30.1.110,10.0.0.8,TCP-80-OUT,404
172.30.1.110,10.0.0.9,TCP-80-OUT,403
172.30.1.111,10.0.0.10,TCP-80-OUT,402
172.30.1.111,10.0.0.11,TCP-80-OUT,416
172.30.1.111,10.0.0.12,TCP-80-OUT,449
172.30.1.111,10.0.0.13,TCP-80-OUT,447
172.30.1.111,10.0.0.14,TCP-80-OUT,430
172.30.1.111,10.0.0.5,TCP-80-OUT,414
172.30.1.111,10.0.0.6,TCP-80-OUT,422
172.30.1.111,10.0.0.7,TCP-80-OUT,385
172.30.1.111,10.0.0.8,TCP-80-OUT,438
172.30.1.111,10.0.0.9,TCP-80-OUT,433
172.30.1.112,10.0.0.10,TCP-80-OUT,410
172.30.1.112,10.0.0.11,TCP-80-OUT,415
172.30.1.112,10.0.0.12,TCP-80-OUT,396
172.30.1.112,10.0.0.13,TCP-80-OUT,430
172.30.1.112,10.0.0.14,TCP-80-OUT,418
172.30.1.112,10.0.0.5,TCP-80-OUT,429
172.30.1.112,10.0.0.6,TCP-80-OUT,391
172.30.1.112,10.0.0.7,TCP-80-OUT,390
172.30.1.112,10.0.0.8,TCP-80-OUT,465
172.30.1.112,10.0.0.9,TCP-80-OUT,431
172.30.1.113,10.0.0.10,TCP-80-OUT,463
172.30.1.113,10.0.0.11,TCP-80-OUT,424
172.30.1.113,10.0.0.12,TCP-80-OUT,420
172.30.1.113,10.0.0.13,TCP-80-OUT,432
172.30.1.113,10.0.0.14,TCP-80-OUT,422
172.30.1.113,10.0.0.5,TCP-80-OUT,426
172.30.1.113,10.0.0.6,TCP-80-OUT,407
172.30.1.113,10.0.0.7,TCP-80-OUT,345
172.30.1.113,10.0.0.8,TCP-80-OUT,404
172.30.1.113,10.0.0.9,TCP-80-OUT,398
172.30.1.114,10.0.0.10,TCP-80-OUT,429
172.30.1.114,10.0.0.11,TCP-80-OUT,394
172.30.1.114,10.0.0.12,TCP-80-OUT,389
172.30.1.114,10.0.0.13,TCP-80-OUT,421
172.30.1.114,10.0.0.14,TCP-80-OUT,433
172.30.1.114,10.0.0.5,TCP-80-OUT,433
172.30.1.114,10.0.0.6,TCP-80-OUT,432
172.30.1.114,10.0.0.7,TCP-80-OUT,427
172.30.1.114,10.0.0.8,TCP-80-OUT,425
172.30.1.114,10.0.0.9,TCP-80-OUT,425
172.30.1.115,10.0.0.10,TCP-80-OUT,380
172.30.1.115,10.0.0.11,TCP-80-OUT,398
172.30.1.115,10.0.0.12,TCP-80-OUT,432
172.30.1.115,10.0.0.13,TCP-80-OUT,432
172.30.1.115,10.0.0.14,TCP-80-OUT,389
172.30.1.115,10.0.0.5,TCP-80-OUT,454
172.30.1.115,10.0.0.6,TCP-80-OUT,413
172.30.1.115,10.0.0.7,TCP-80-OUT,413
172.30.1.115,10.0.0.8,TCP-80-OUT,420
172.30.1.115,10.0.0.9,TCP-80-OUT,444
172.30.1.116,10.0.0.10,TCP-80-OUT,445
172.30.1.116,10.0.0.11,TCP-80-OUT,412
172.30.1.116,10.0.0.12,TCP-80-OUT,421
172.30.1.116,10.0.0.13,TCP-80-OUT,461
172.30.1.116,10.0.0.14,TCP-80-OUT,417
172.30.1.116,10.0.0.5,TCP-80-OUT,408
172.30.1.116,10.0.0.6,TCP-80-OUT,403
172.30.1.116,10.0.0.7,TCP-80-OUT,417
172.30.1.116,10.0.0.8,TCP-80-OUT,420
172.30.1.116,10.0.0.9,TCP-80-OUT,410
172.30.1.117,10.0.0.10,TCP-80-OUT,391
172.30.1.117,10.0.0.11,TCP-80-OUT,440
172.30.1.117,10.0.0.12,TCP-80-OUT,411
172.30.1.117,10.0.0.13,TCP-80-OUT,434
172.30.1.117,10.0.0.14,TCP-80-OUT,418
172.30.1.117,10.0.0.5,TCP-80-OUT,419
172.30.1.117,10.0.0.6,TCP-80-OUT,411
172.30.1.117,10.0.0.7,TCP-80-OUT,468
172.30.1.117,10.0.0.8,TCP-80-OUT,373
172.30.1.117,10.0.0.9,TCP-80-OUT,366
172.30.1.118,10.0.0.10,TCP-80-OUT,430
172.30.1.118,10.0.0.11,TCP-80-OUT,410
172.30.1.118,10.0.0.12,TCP-80-OUT,449
172.30.1.118,10.0.0.13,TCP-80-OUT,430
172.30.1.118,10.0.0.14,TCP-80-OUT,427
172.30.1.118,10.0.0.5,TCP-80-OUT,417
172.30.1.118,10.0.0.6,TCP-80-OUT,374
172.30.1.118,10.0.0.7,TCP-80-OUT,439
172.30.1.118,10.0.0.8,TCP-80-OUT,422
172.30.1.118,10.0.0.9,TCP-80-OUT,474
172.30.1.119,10.0.0.10,TCP-80-OUT,433
172.30.1.119,10.0.0.11,TCP-80-OUT,396
172.30.1.119,10.0.0.12,TCP-80-OUT,395
172.30.1.119,10.0.0.13,TCP-80-OUT,412
172.30.1.119,10.0.0.14,TCP-80-OUT,402
172.30.1.119,10.0.0.5,TCP-80-OUT,452
172.30.1.119,10.0.0.6,TCP-80-OUT,416
172.30.1.119,10.0.0.7,TCP-80-OUT,400
172.30.1.119,10.0.0.8,TCP-80-OUT,380
172.30.1.119,10.0.0.9,TCP-80-OUT,397
172.30.1.12,10.0.0.10,TCP-80-OUT,394
172.30.1.12,10.0.0.11,TCP-80-OUT,390
172.30.1.12,10.0.0.12,TCP-80-OUT,388
172.30.1.12,10.0.0.13,TCP-80-OUT,395
172.30.1.12,10.0.0.14,TCP-80-OUT,425
172.30.1.12,10.0.0.5,TCP-80-OUT,384
172.30.1.12,10.0.0.6,TCP-80-OUT,382
172.30.1.12,10.0.0.7,TCP-80-OUT,398
172.30.1.12,10.0.0.8,TCP-80-OUT,379
172.30.1.12,10.0.0.9,TCP-80-OUT,436
172.30.1.12,10.1.0.75,TCP-80-OUT,386
172.30.1.120,10.0.0.10,TCP-80-OUT,401
172.30.1.120,10.0.0.11,TCP-80-OUT,393
172.30.1.120,10.0.0.12,TCP-80-OUT,429
172.30.1.120,10.0.0.13,TCP-80-OUT,454
172.30.1.120,10.0.0.14,TCP-80-OUT,424
172.30.1.120,10.0.0.5,TCP-80-OUT,391
172.30.1.120,10.0.0.6,TCP-80-OUT,426
172.30.1.120,10.0.0.7,TCP-80-OUT,436
172.30.1.120,10.0.0.8,TCP-80-OUT,411
172.30.1.120,10.0.0.9,TCP-80-OUT,410
172.30.1.121,10.0.0.10,TCP-80-OUT,406
172.30.1.121,10.0.0.11,TCP-80-OUT,468
172.30.1.121,10.0.0.12,TCP-80-OUT,465
172.30.1.121,10.0.0.13,TCP-80-OUT,452
172.30.1.121,10.0.0.14,TCP-80-OUT,445
172.30.1.121,10.0.0.5,TCP-80-OUT,404
172.30.1.121,10.0.0.6,TCP-80-OUT,418
172.30.1.121,10.0.0.7,TCP-80-OUT,406
172.30.1.121,10.0.0.8,TCP-80-OUT,445
172.30.1.121,10.0.0.9,TCP-80-OUT,442
172.30.1.122,10.0.0.10,TCP-80-OUT,427
172.30.1.122,10.0.0.11,TCP-80-OUT,393
172.30.1.122,10.0.0.12,TCP-80-OUT,408
172.30.1.122,10.0.0.13,TCP-80-OUT,437
172.30.1.122,10.0.0.14,TCP-80-OUT,402
172.30.1.122,10.0.0.5,TCP-80-OUT,442
172.30.1.122,10.0.0.6,TCP-80-OUT,409
172.30.1.122,10.0.0.7,TCP-80-OUT,416
172.30.1.122,10.0.0.8,TCP-80-OUT,406
172.30.1.122,10.0.0.9,TCP-80-OUT,407
172.30.1.123,10.0.0.10,TCP-80-OUT,415
172.30.1.123,10.0.0.11,TCP-80-OUT,388
172.30.1.123,10.0.0.12,TCP-80-OUT,426
172.30.1.123,10.0.0.13,TCP-80-OUT,442
172.30.1.123,10.0.0.14,TCP-80-OUT,426
172.30.1.123,10.0.0.5,TCP-80-OUT,413
172.30.1.123,10.0.0.6,TCP-80-OUT,419
172.30.1.123,10.0.0.7,TCP-80-OUT,429
172.30.1.123,10.0.0.8,TCP-80-OUT,395
172.30.1.123,10.0.0.9,TCP-80-OUT,449
172.30.1.124,10.0.0.10,TCP-80-OUT,479
172.30.1.124,10.0.0.11,TCP-80-OUT,404
172.30.1.124,10.0.0.12,TCP-80-OUT,428
172.30.1.124,10.0.0.13,TCP-80-OUT,384
